id,title
173,Beauty > Skincare > Eye Treatment > Eyebrow & Eyelash Serum 
174,Beauty > Skincare > Eye Treatment > Eye Mask & Packs 
175,Beauty > Skincare > Eye Treatment > Eye Cream 
176,Beauty > Skincare > Face Mask & Packs 
177,Beauty > Skincare > Face Scrub & Peel 
178,Beauty > Skincare > Facial Serum & Essence 
179,Beauty > Skincare > Facial Mist 
180,Beauty > Skincare > Facial Oil 
181,Beauty > Skincare > Facial Moisturizer 
182,Beauty > Skincare > Toner 
183,Beauty > Skincare > Facial Cleanser 
184,Beauty > Beauty Tools 
185,Beauty > Beauty Tools > Others 
186,Beauty > Beauty Tools > Hair Tools 
187,Beauty > Beauty Tools > Hair Tools > Others 
188,Beauty > Beauty Tools > Hair Tools > Heatless Styling Tools 
189,Beauty > Beauty Tools > Hair Tools > Hair Styling Appliances 
190,Beauty > Beauty Tools > Hair Tools > Hair Dryers 
191,Beauty > Beauty Tools > Hair Tools > Brushes & Combs 
192,Beauty > Beauty Tools > Hair Removal Tools 
193,Beauty > Beauty Tools > Body Slimming Tools 
194,Beauty > Beauty Tools > Facial Care Tools 
195,Beauty > Beauty Tools > Facial Care Tools > Others 
196,Beauty > Beauty Tools > Facial Care Tools > Facial Cleansing Tools 
197,Beauty > Beauty Tools > Facial Care Tools > Facial Slimming & Massage Tools 
198,Beauty > Beauty Tools > Facial Care Tools > Facial Steamers 
199,Beauty > Beauty Tools > Makeup Accessories 
200,Beauty > Beauty Tools > Makeup Accessories > Pencil Sharpeners 
201,Beauty > Beauty Tools > Makeup Accessories > Eyelid Tape & Glue 
202,Beauty > Beauty Tools > Makeup Accessories > False Eyelashes 
203,Beauty > Beauty Tools > Makeup Accessories > Eyebrow Templates 
204,Beauty > Beauty Tools > Makeup Accessories > Eyelash Curlers 
205,Beauty > Beauty Tools > Makeup Accessories > Sponges & Applicators 
206,Beauty > Beauty Tools > Makeup Accessories > Makeup Brushes 
207,Beauty > Beauty Tools > Makeup Accessories > Makeup Brush Cleaners 
208,Beauty > Beauty Tools > Makeup Accessories > Mirrors 
209,Beauty > Beauty Tools > Makeup Accessories > Makeup Bags & Organizers 
210,Beauty > Beauty Tools > Makeup Accessories > Cotton Pads and Buds 
211,Beauty > Beauty Tools > Makeup Accessories > Others 
212,Beauty > Makeup 
213,Beauty > Makeup > Makeup Removers 
214,Beauty > Makeup > Lips 
215,Beauty > Makeup > Lips > Others 
216,Beauty > Makeup > Lips > Lip Plumper 
217,Beauty > Makeup > Lips > Lip Tint & Stain 
218,Beauty > Makeup > Lips > Lip Liner 
219,Beauty > Makeup > Lips > Lip Gloss 
220,Beauty > Makeup > Lips > Lipstick 
221,Beauty > Makeup > Eyes 
222,Beauty > Makeup > Eyes > Others 
223,Beauty > Makeup > Eyes > Eyebrows 
224,Beauty > Makeup > Eyes > Mascara 
225,Beauty > Makeup > Eyes > Eyeliner 
226,Beauty > Makeup > Eyes > Eye Primer 
227,Beauty > Makeup > Eyes > Eyeshadow 
228,Beauty > Makeup > Face 
229,Beauty > Makeup > Face > Others 
230,Beauty > Makeup > Face > Blush 
231,Beauty > Makeup > Face > Setting & Finishing Spray 
232,"Beauty > Makeup > Face > Bronzer,Contour & Highlighter "
233,Beauty > Makeup > Face > Concealer & Corrector 
234,Beauty > Makeup > Face > Powder 
235,Beauty > Makeup > Face > BB & CC Cream 
236,Beauty > Makeup > Face > Foundation 
237,Beauty > Makeup > Face > Makeup Base & Primer 
238,Beauty > Makeup > Others 
239,Beauty > Perfumes & Fragrances 
240,Beauty > Men's Care 
241,Beauty > Men's Care > Others 
242,Beauty > Men's Care > Hair Care 
243,Beauty > Men's Care > Shaving & Grooming 
244,Beauty > Men's Care > Shaving & Grooming > Others 
245,Beauty > Men's Care > Shaving & Grooming > Shaving Accessories 
246,"Beauty > Men's Care > Shaving & Grooming > Trimmers, Clippers & Multi-functional Groomers "
247,Beauty > Men's Care > Shaving & Grooming > Shaving Brushes 
248,Beauty > Men's Care > Shaving & Grooming > Shavers 
249,Beauty > Men's Care > Shaving & Grooming > Razors & Blades 
250,"Beauty > Men's Care > Shaving & Grooming > Creams, Foams & Gels "
251,Beauty > Men's Care > Shaving & Grooming > Aftershave 
252,Beauty > Men's Care > Skincare 
253,Beauty > Men's Care > Skincare > Others 
254,Beauty > Men's Care > Skincare > Moisturizer & Treatment 
255,Beauty > Men's Care > Skincare > Facial Cleanser 
256,Beauty > Men's Care > Bath & Body Care 
257,Beauty > Hair Care 
258,Beauty > Hair Care > Others 
259,Beauty > Hair Care > Hair Styling 
260,Beauty > Hair Care > Hair and Scalp Conditioner 
261,Beauty > Hair Care > Hair Treatment 
262,Beauty > Hair Care > Hair Colour 
263,Beauty > Hair Care > Shampoo 
264,"Beauty > Hand, Foot & Nail Care "
265,"Beauty > Hand, Foot & Nail Care > Others "
266,"Beauty > Hand, Foot & Nail Care > Nail Care "
267,"Beauty > Hand, Foot & Nail Care > Nail Care > Nail Gel "
268,"Beauty > Hand, Foot & Nail Care > Nail Care > Others "
269,"Beauty > Hand, Foot & Nail Care > Nail Care > Manicure Tools & Devices "
270,"Beauty > Hand, Foot & Nail Care > Nail Care > Nail Art & Sticker "
271,"Beauty > Hand, Foot & Nail Care > Nail Care > Artificial Nail "
272,"Beauty > Hand, Foot & Nail Care > Nail Care > Nail Treatment "
273,"Beauty > Hand, Foot & Nail Care > Nail Care > Nail Polish Remover "
274,"Beauty > Hand, Foot & Nail Care > Nail Care > Nail Polish "
275,"Beauty > Hand, Foot & Nail Care > Nail Care > Base & Top Coat "
276,"Beauty > Hand, Foot & Nail Care > Foot Care "
277,"Beauty > Hand, Foot & Nail Care > Foot Care > Others "
278,"Beauty > Hand, Foot & Nail Care > Foot Care > Lotion, Cream & Scrubs "
279,"Beauty > Hand, Foot & Nail Care > Foot Care > Foot Masks "
280,"Beauty > Hand, Foot & Nail Care > Foot Care > Foot Deodorant "
281,"Beauty > Hand, Foot & Nail Care > Hand Care "
282,"Beauty > Hand, Foot & Nail Care > Hand Care > Others "
283,"Beauty > Hand, Foot & Nail Care > Hand Care > Hand Washes "
284,"Beauty > Hand, Foot & Nail Care > Hand Care > Lotion, Cream & Scrubs "
285,"Beauty > Hand, Foot & Nail Care > Hand Care > Hand Masks "
286,Health
287,Health > Sexual Wellness 
288,Health > Sexual Wellness > Others 
289,Health > Sexual Wellness > Performance Enhancement 
290,Health > Sexual Wellness > Sex Toys 
291,Health > Sexual Wellness > Lubricants 
292,Health > Sexual Wellness > Condoms 
293,Health > Personal Care 
294,Health > Personal Care > Others 
295,Health > Personal Care > Insect Repellents 
296,Health > Personal Care > Massage & Therapy Devices 
297,Health > Personal Care > Feminine Care 
298,Health > Personal Care > Feminine Care > Others 
299,Health > Personal Care > Feminine Care > Vaginal Cream 
300,Health > Personal Care > Feminine Care > Feminine Wash 
301,Health > Personal Care > Feminine Care > Menstrual Cup 
302,Health > Personal Care > Feminine Care > Pregnancy & Fertility Tests 
303,Health > Personal Care > Feminine Care > Tampons 
304,Health > Personal Care > Feminine Care > Sanitary Napkins & Panty Liners 
305,Health > Personal Care > Adult Diapers & Incontinence 
306,Health > Personal Care > Oral Care 
307,Health > Personal Care > Oral Care > Others 
308,Health > Personal Care > Oral Care > Orthodontic Accessories 
309,Health > Personal Care > Oral Care > Teeth Whitening 
310,Health > Personal Care > Oral Care > Denture Care 
311,Health > Personal Care > Oral Care > Mouth Wash 
312,Health > Personal Care > Oral Care > Dental Floss 
313,Health > Personal Care > Oral Care > Toothpastes 
314,Health > Personal Care > Oral Care > Electric Toothbrushes & Accessories 
315,Health > Personal Care > Oral Care > Manual Toothbrushes 
316,Health > Personal Care > Ear Care 
317,Health > Personal Care > Eye Care 
318,Health > Personal Care > Eye Care > Others 
319,Health > Personal Care > Eye Care > Lens Solutions & Eyedrops 
320,Health > Personal Care > Eye Care > Contact lens 
321,Health > Personal Care > Hand Sanitizers 
322,Health > Medical Supplies 
323,Health > Medical Supplies > Others 
324,Health > Medical Supplies > Injury & Disability Support 
325,Health > Medical Supplies > Injury & Disability Support > Others 
326,Health > Medical Supplies > Injury & Disability Support > Hearing Aids 
327,Health > Medical Supplies > Injury & Disability Support > Braces & Supports 
328,Health > Medical Supplies > Injury & Disability Support > Wheelchairs 
329,Health > Medical Supplies > Injury & Disability Support > Walking Aids 
330,Health > Medical Supplies > Medical Gloves & Masks 
331,Health > Medical Supplies > Laboratory Tools 
332,Health > Medical Supplies > Pain Relievers 
333,Health > Medical Supplies > Stethoscopes 
334,Health > Medical Supplies > First Aid Supplies 
335,Health > Medical Supplies > First Aid Supplies > Others 
336,Health > Medical Supplies > First Aid Supplies > Medical Antiseptics & Disinfectants 
337,Health > Medical Supplies > First Aid Supplies > Ointments & Creams 
338,Health > Medical Supplies > First Aid Supplies > First Aid Accessories 
339,Health > Medical Supplies > First Aid Supplies > Plasters & Bandages 
340,Health > Medical Supplies > Nasal Care 
341,Health > Medical Supplies > Scale & Body Fat Analyzers 
342,Health > Medical Supplies > Health Monitors & Tests 
343,Health > Medical Supplies > Health Monitors & Tests > Others 
344,Health > Medical Supplies > Health Monitors & Tests > Thermometers 
345,Health > Medical Supplies > Health Monitors & Tests > Pulse Oximeters 
346,Health > Medical Supplies > Health Monitors & Tests > Blood Glucose Monitors 
347,Health > Medical Supplies > Health Monitors & Tests > Blood Pressure Monitors 
348,Health > Medical Supplies > Traditional Medicine 
349,Health > Medical Supplies > Over-the-counter Medicine 
350,Health > Others 
351,Health > Food Supplement 
352,Health > Food Supplement > Others 
353,Health > Food Supplement > Well Being 
354,Health > Food Supplement > Fitness 
355,Health > Food Supplement > Beauty Supplements 
356,Health > Food Supplement > Weight Management 
357,Fashion Accessories
358,Fashion Accessories > Others 
359,Fashion Accessories > Accessories Sets & Packages 
360,Fashion Accessories > Additional Accessories 
361,Fashion Accessories > Additional Accessories > Others 
362,Fashion Accessories > Additional Accessories > Handkerchiefs 
363,Fashion Accessories > Additional Accessories > Masks 
364,Fashion Accessories > Additional Accessories > Tattoos 
365,Fashion Accessories > Additional Accessories > Cufflinks 
366,"Fashion Accessories > Additional Accessories > Charms, Pendants & Ornaments "
367,Fashion Accessories > Additional Accessories > Patches 
368,Fashion Accessories > Additional Accessories > Brooches & Pins 
369,"Fashion Accessories > Neckties, Bow Ties & Cravats "
370,Fashion Accessories > Belts 
371,Fashion Accessories > Investment Precious Metals 
372,Fashion Accessories > Investment Precious Metals > Others 
373,Fashion Accessories > Investment Precious Metals > Jade 
374,Fashion Accessories > Investment Precious Metals > Diamond 
375,Fashion Accessories > Investment Precious Metals > Silver 
376,Fashion Accessories > Investment Precious Metals > Platinum & K Gold 
377,Fashion Accessories > Eyewear 
378,Fashion Accessories > Eyewear > Others 
379,Fashion Accessories > Eyewear > Eyewear Cases & Accessories 
380,Fashion Accessories > Eyewear > Frames & Glasses 
381,Fashion Accessories > Eyewear > Sunglasses 
382,Fashion Accessories > Necklaces 
383,Fashion Accessories > Hats & Caps 
384,Fashion Accessories > Anklets 
385,Fashion Accessories > Bracelets & Bangles 
386,Fashion Accessories > Hair Accessories 
387,Fashion Accessories > Hair Accessories > Others 
388,"Fashion Accessories > Hair Accessories > Headpieces, Tiaras & Flower Crowns "
389,Fashion Accessories > Hair Accessories > Wigs & Extensions 
390,Fashion Accessories > Hair Accessories > Hair Clips & Hair Pins 
391,"Fashion Accessories > Hair Accessories > Hair Ties, Ribbons & Scrunchies "
392,Fashion Accessories > Hair Accessories > Headbands 
393,Fashion Accessories > Gloves 
394,Fashion Accessories > Scarves & Shawls 
395,Fashion Accessories > Earrings 
396,Fashion Accessories > Rings 
397,Home Appliances
398,Home Appliances > Others 
399,Home Appliances > Remote Controls 
400,Home Appliances > Batteries 
401,Home Appliances > Electrical Circuitry & Parts 
402,Home Appliances > Electrical Circuitry & Parts > Others 
403,Home Appliances > Electrical Circuitry & Parts > Lightning Protection 
404,Home Appliances > Electrical Circuitry & Parts > House Alarms 
405,Home Appliances > Electrical Circuitry & Parts > Switches 
406,Home Appliances > Electrical Circuitry & Parts > Doorbells 
407,Home Appliances > Electrical Circuitry & Parts > Electricity Savers 
408,Home Appliances > Electrical Circuitry & Parts > Electrical Safety 
409,Home Appliances > Electrical Circuitry & Parts > Electric Sockets & Extension Cords 
410,Home Appliances > Kitchen Appliances 
411,Home Appliances > Kitchen Appliances > Others 
412,Home Appliances > Kitchen Appliances > Hoods 
413,Home Appliances > Kitchen Appliances > Freezers 
414,Home Appliances > Kitchen Appliances > Refrigerators 
415,Home Appliances > Kitchen Appliances > Specialty Cookware 
416,Home Appliances > Kitchen Appliances > Specialty Cookware > Others 
417,Home Appliances > Kitchen Appliances > Specialty Cookware > Soda Makers 
418,Home Appliances > Kitchen Appliances > Specialty Cookware > Dessert Machine 
419,Home Appliances > Kitchen Appliances > Specialty Cookware > Takoyaki Makers 
420,Home Appliances > Kitchen Appliances > Specialty Cookware > Bread Makers 
421,Home Appliances > Kitchen Appliances > Specialty Cookware > Egg Boilers 
422,Home Appliances > Kitchen Appliances > Specialty Cookware > Waffle & Crepe Makers 
423,Home Appliances > Kitchen Appliances > Rice Cookers 
424,Home Appliances > Kitchen Appliances > Slow Cookers & Sous Vide Machines 
425,Home Appliances > Kitchen Appliances > Pressure Cookers 
426,Home Appliances > Kitchen Appliances > Multi-function Cookers 
427,Home Appliances > Kitchen Appliances > Food Processors & Meat Grinders 
428,Home Appliances > Kitchen Appliances > Toasters 
429,Home Appliances > Kitchen Appliances > Ovens 
430,Home Appliances > Kitchen Appliances > Microwaves 
431,Home Appliances > Kitchen Appliances > Deep Fryers 
432,Home Appliances > Kitchen Appliances > Air Fryers 
433,"Home Appliances > Kitchen Appliances > Stoves, Hobs & Gas Regulators "
434,Home Appliances > Kitchen Appliances > Dishwashers 
435,Home Appliances > Kitchen Appliances > Mixers 
436,Home Appliances > Kitchen Appliances > Coffee Machines & Accessories 
437,"Home Appliances > Kitchen Appliances > Juicers, Blenders & Soya Bean Machines "
438,Home Appliances > Kitchen Appliances > Wine Fridges 
439,Home Appliances > Kitchen Appliances > Kettles 
440,"Home Appliances > Kitchen Appliances > Water Filters, Coolers & Dispensers "
441,Home Appliances > TVs & Accessories 
442,Home Appliances > TVs & Accessories > Others 
443,Home Appliances > TVs & Accessories > TV Brackets 
444,Home Appliances > TVs & Accessories > TV Boxes & Receivers 
445,Home Appliances > TVs & Accessories > TV Antennas 
446,Home Appliances > TVs & Accessories > TVs 
447,Home Appliances > Large Household Appliances 
448,Home Appliances > Large Household Appliances > Others 
449,Home Appliances > Large Household Appliances > Heaters 
450,Home Appliances > Large Household Appliances > Futon & Shoe Dryers 
451,Home Appliances > Large Household Appliances > Cooling 
452,Home Appliances > Large Household Appliances > Cooling > Others 
453,Home Appliances > Large Household Appliances > Cooling > Fans 
454,Home Appliances > Large Household Appliances > Cooling > Air Coolers & Portable Aircons 
455,Home Appliances > Large Household Appliances > Cooling > Air-Conditioners 
456,Home Appliances > Large Household Appliances > Water Heaters 
457,Home Appliances > Large Household Appliances > Washing Machines & Dryers 
458,Home Appliances > Large Household Appliances > Washing Machines & Dryers > Others 
459,Home Appliances > Large Household Appliances > Washing Machines & Dryers > Laundry Dryers 
460,Home Appliances > Large Household Appliances > Washing Machines & Dryers > Washing Machines 
461,Home Appliances > Small Household Appliances 
462,Home Appliances > Small Household Appliances > Others 
463,Home Appliances > Small Household Appliances > Vacuum Cleaners & Floor Care Appliances 
464,Home Appliances > Small Household Appliances > Air Treatment 
465,Home Appliances > Small Household Appliances > Air Treatment > Others 
466,Home Appliances > Small Household Appliances > Air Treatment > Dehumidifiers 
467,Home Appliances > Small Household Appliances > Air Treatment > Purifiers 
468,Home Appliances > Small Household Appliances > Irons & Steamers 
469,Home Appliances > Small Household Appliances > Telephones 
470,Home Appliances > Small Household Appliances > Telephones > Others 
471,Home Appliances > Small Household Appliances > Telephones > Fax Machines 
472,Home Appliances > Small Household Appliances > Telephones > Cordless Phones 
473,Home Appliances > Small Household Appliances > Telephones > Corded Phones 
474,Home Appliances > Small Household Appliances > Sewing Machines & Accessories 
475,Home Appliances > Small Household Appliances > Water Flossers 
476,Home Appliances > Small Household Appliances > Foot Baths & Spas 
477,Home Appliances > Projectors & Accessories 
478,Home Appliances > Projectors & Accessories > Others 
479,Home Appliances > Projectors & Accessories > Pointers 
480,Home Appliances > Projectors & Accessories > Projectors & Projector Screens 
481,Men Shoes
482,Men Shoes > Others 
483,Men Shoes > Shoe Care & Accessories 
484,Men Shoes > Shoe Care & Accessories > Others 
485,Men Shoes > Shoe Care & Accessories > Shoe Insoles 
486,Men Shoes > Shoe Care & Accessories > Shoe Horns & Trees 
487,Men Shoes > Shoe Care & Accessories > Shoe Laces 
488,Men Shoes > Shoe Care & Accessories > Shoe Deodorizers 
489,Men Shoes > Shoe Care & Accessories > Shoe Care & Cleaning Tools 
490,Men Shoes > Sandals & Flip Flops 
491,Men Shoes > Sandals & Flip Flops > Others 
492,Men Shoes > Sandals & Flip Flops > Health Slippers 
493,Men Shoes > Sandals & Flip Flops > Indoor Slippers 
494,Men Shoes > Sandals & Flip Flops > Sandals 
495,Men Shoes > Sandals & Flip Flops > Flip Flops 
496,Men Shoes > Oxfords & Lace-Ups 
497,Men Shoes > Loafers & Boat Shoes 
498,Men Shoes > Slip Ons & Mules 
499,Men Shoes > Sneakers 
500,Men Shoes > Boots 
501,Men Shoes > Boots > Others 
502,Men Shoes > Boots > Safety Boots 
503,Men Shoes > Boots > Rain Boots 
504,Men Shoes > Boots > Fashion Boots 
505,Mobile & Gadgets
506,Mobile & Gadgets > Others 
507,Mobile & Gadgets > Walkie Talkies 
508,Mobile & Gadgets > Accessories 
509,Mobile & Gadgets > Accessories > Others 
510,"Mobile & Gadgets > Accessories > Cases, Covers, & Skins "
511,"Mobile & Gadgets > Accessories > Cases, Covers, & Skins > Others "
512,"Mobile & Gadgets > Accessories > Cases, Covers, & Skins > Phone Cases, Covers, & Skins "
513,"Mobile & Gadgets > Accessories > Cases, Covers, & Skins > Tablet Cases, Covers, & Skins "
514,Mobile & Gadgets > Accessories > Screen Protectors 
515,Mobile & Gadgets > Accessories > Wearable Accessories 
516,Mobile & Gadgets > Accessories > Powerbanks & Batteries 
517,Mobile & Gadgets > Accessories > Powerbanks & Batteries > Others 
518,Mobile & Gadgets > Accessories > Powerbanks & Batteries > Powercases 
519,Mobile & Gadgets > Accessories > Powerbanks & Batteries > Powerbanks 
520,Mobile & Gadgets > Accessories > Powerbanks & Batteries > Batteries 
521,Mobile & Gadgets > Accessories > Pocket Wifi 
522,Mobile & Gadgets > Accessories > USB & Mobile Lights 
523,"Mobile & Gadgets > Accessories > Cables, Chargers & Converters "
524,"Mobile & Gadgets > Accessories > Cables, Chargers & Converters > Others "
525,"Mobile & Gadgets > Accessories > Cables, Chargers & Converters > Docks & Stands "
526,"Mobile & Gadgets > Accessories > Cables, Chargers & Converters > Chargers "
527,"Mobile & Gadgets > Accessories > Cables, Chargers & Converters > Mobile Cables & Converters "
528,"Mobile & Gadgets > Accessories > Cables, Chargers & Converters > Travel Adaptors "
529,"Mobile & Gadgets > Accessories > Cables, Chargers & Converters > Cable Cases, Protectors, & Winders "
530,Mobile & Gadgets > Accessories > Mobile Pouches 
531,Mobile & Gadgets > Accessories > Casting Devices 
532,Mobile & Gadgets > Accessories > Memory Cards 
533,Mobile & Gadgets > Accessories > Phone Straps & Keychains 
534,Mobile & Gadgets > Accessories > Phone Grips 
535,Mobile & Gadgets > Accessories > Stylus 
536,Mobile & Gadgets > Accessories > USB & Mobile Fans 
537,Mobile & Gadgets > Accessories > Mobile Flashes & Selfie Lights 
538,Mobile & Gadgets > Accessories > Mobile Lens 
539,Mobile & Gadgets > Accessories > Selfie Accessories 
540,Mobile & Gadgets > Accessories > Selfie Accessories > Others 
